"file","id","study_type","type","authors","title","source","year","vl","no","pg","country","identifiers"
"../ALL-2015-06/Q-Z/Quetiapine versus typical antipsychotic medications for schizophrenia [v2.124-For publication].rm5","STD-vs-CPZ-_x002d_-He-2003","PUB","JOURNAL_ARTICLE","He YD, Zhao CM, Shao AL, Chen YN","A comparative study of quetiapine and chlorpromazine in the treatment of patients with schizophrenia","Herald of Medicine","2003","22","10","680-2","","[]"
"../ALL-2015-06/Q-Z/Quetiapine versus typical antipsychotic medications for schizophrenia [v2.124-For publication].rm5","STD-vs-CPZ-_x002d_-Hu-2003","PUB","JOURNAL_ARTICLE","Hu JM, Li Yi, Li Tao, Wang HM, Liu XH, Huo KJ","The effects of antipsychotics on serum prolactin in the first-episode schizophrenia patients","West China Journal of Pharmaceutical Sciences","2003","18","6","467-9","","[]"
"../ALL-2015-06/Q-Z/Quetiapine versus typical antipsychotic medications for schizophrenia [v2.124-For publication].rm5","STD-vs-CPZ-_x002d_-Ji-2004","PUB","JOURNAL_ARTICLE","Ji J, Ou W","Comparative study between the quality of life and its curative effect in schizophrenic patients treated with quetiapine or chlorpromazine","Sichuan Mental Health","2004","17","2","73-5","","[]"
"../ALL-2015-06/Q-Z/Quetiapine versus typical antipsychotic medications for schizophrenia [v2.124-For publication].rm5","STD-vs-CPZ-_x002d_-Jiang-2006","PUB","JOURNAL_ARTICLE","Jiang KD, Bai YL, Peng DH, Tang MQ, Fan JX, Ma JS","A random and controlled study of quetiapine and chlorpromazine in patients with schizophrenia","Linchuang Jingshen Yixue Zazhi","2006","16","6","352-3","","[]"
"../ALL-2015-06/Q-Z/Quetiapine versus typical antipsychotic medications for schizophrenia [v2.124-For publication].rm5","STD-vs-CPZ-_x002d_-Jin-2007","PUB","JOURNAL_ARTICLE","Jin S, Liu S, Sang W, Zhao M","Seroquel and chlorpromazine in treatment of schizophrenia: a random, controlled trial","China Pharmaceuticals","2007","16","19","56-7","","[]"
"../ALL-2015-06/Q-Z/Quetiapine versus typical antipsychotic medications for schizophrenia [v2.124-For publication].rm5","STD-vs-CPZ-_x002d_-Li-2003","PUB","JOURNAL_ARTICLE","Li M, Hu F, Wang S","A study of quetiapine and chlorpromazine on the effects and quality of life in the treatment of schizophrenia","Shandong Archives of Psychiatry","2003","7488","3","135-7","","[]"
"../ALL-2015-06/Q-Z/Quetiapine versus typical antipsychotic medications for schizophrenia [v2.124-For publication].rm5","STD-vs-CPZ-_x002d_-Link-1997","PUB","JOURNAL_ARTICLE","Peuskens J, Link CGG","A comparison of quetiapine and chlorpromazine in the treatment of schizophrenia","Acta Psychiatrica Scandinavica","1997","96","","265-73","","[]"
"../ALL-2015-06/Q-Z/Quetiapine versus typical antipsychotic medications for schizophrenia [v2.124-For publication].rm5","STD-vs-CPZ-_x002d_-Mei-2007","PUB","JOURNAL_ARTICLE","Mei AC","Comparison of efficacy and safety of quetiapine and chlorpromazine in the treatment of schizophrenia","Medical Journal of Chinese People's Health","2007","19","17","723-4","","[]"
"../ALL-2015-06/Q-Z/Quetiapine versus typical antipsychotic medications for schizophrenia [v2.124-For publication].rm5","STD-vs-CPZ-_x002d_-Peng-2006","PUB","JOURNAL_ARTICLE","Peng ZG, Zhou JX, Kuang WH, Li J, Huang MS","A randomized double - blind controlled study on the efficacy of quetiapine and chlorpromazine in treatment of schizophrenia","West China Journal of Pharmaceutical Sciences","2006","21","6","606-8","","[]"
"../ALL-2015-06/Q-Z/Quetiapine versus typical antipsychotic medications for schizophrenia [v2.124-For publication].rm5","STD-vs-CPZ-_x002d_-Tian-2006","PUB","JOURNAL_ARTICLE","Tian H, He Q, Du L, Wu R, Hui S, Zheng Q, et al","Comparative study on the effect of seroquel and chlorpromazine on schizophrenia","China Pharmacy","2006","17","9","682-3","","[]"
"../ALL-2015-06/Q-Z/Quetiapine versus typical antipsychotic medications for schizophrenia [v2.124-For publication].rm5","STD-vs-CPZ-_x002d_-Wang-2004","PUB","JOURNAL_ARTICLE","Wang XL, Jiang F, Li T","Comparison of efficacy and safety of quetiapine and larctigal in the treatment of schizophrenia","Chinese Journal of Behavioral Medical Science","2004","13","3","288-90","","[]"
"../ALL-2015-06/Q-Z/Quetiapine versus typical antipsychotic medications for schizophrenia [v2.124-For publication].rm5","STD-vs-CPZ-_x002d_-Wang-2005","PUB","JOURNAL_ARTICLE","Wang H, Peng D, Bai Y","Efficacy of quetiapine in the treatment of female patients with schizophrenia","Shanghai Archives of Psychiatry","2005","17","2","83-6","","[]"
"../ALL-2015-06/Q-Z/Quetiapine versus typical antipsychotic medications for schizophrenia [v2.124-For publication].rm5","STD-vs-CPZ-_x002d_-Zhang-2002","PUB","JOURNAL_ARTICLE","Zhang S, Li Y, Xu J","A double-blind study of domestic quetiapine and chlorpromazine in the treatment of schizophrenia","Shandong Archives of Psychiatry","2002","15","3","149-51","","[{'value': '2006303274', 'type': 'EMBASE'}, {'value': '16797162', 'type': 'MEDLINE'}]"
"../ALL-2015-06/Q-Z/Quetiapine versus typical antipsychotic medications for schizophrenia [v2.124-For publication].rm5","STD-vs-CPZ-_x002d_-Zhang-2003","PUB","JOURNAL_ARTICLE","Zhang HY, Wang X, Liu C, Shu L, Li H, Gu N, et al","A comparison study on efficacy and safety of quetiapine and chlorpromazine in the treatment of schizophrenia","Chinese Journal of Clinical Pharmacology","2003","19","3","163-6","","[]"
"../ALL-2015-06/Q-Z/Quetiapine versus typical antipsychotic medications for schizophrenia [v2.124-For publication].rm5","STD-vs-CPZ-_x002d_-Zhong-2005","PUB","JOURNAL_ARTICLE","Zhong CL, Cui YH","Comparative study of influence of quetiapine on life quality in schizophrenic patients","Journal of Clinical Psychological Medicine","2005","15","2","103-5","","[]"
"../ALL-2015-06/Q-Z/Quetiapine versus typical antipsychotic medications for schizophrenia [v2.124-For publication].rm5","STD-vs-CPZ-_x002d_-Zhou-2003","PUB","JOURNAL_ARTICLE","Zhou J, Li J, Kuang W","Comparison between quetiapine and chlorpromazine in cognitive function of schizophrenic patients","Chinese Mental Health Journal","2003","17","10","699, 700-1","","[]"
"../ALL-2015-06/Q-Z/Quetiapine versus typical antipsychotic medications for schizophrenia [v2.124-For publication].rm5","STD-vs-CPZ-_x002d_-Zhou-2004","PUB","JOURNAL_ARTICLE","Zhou SB, Sun XD, Li YM","A comparative study on quetiapine and chlorpromazine in the treatment of schizophrenia","Medical Journal of Chinese Peoples Health","2004","16","11","657-9","","[]"
"../ALL-2015-06/Q-Z/Quetiapine versus typical antipsychotic medications for schizophrenia [v2.124-For publication].rm5","STD-vs-CPZ-_x002d_-Zou-2006","PUB","JOURNAL_ARTICLE","Zou X, Zhou Y, Zhang W","Study on quetiapine and chlorpromazine in treatment of schizophrenia","China Pharmaceuticals","2006","15","12","51-2","","[]"
"../ALL-2015-06/Q-Z/Quetiapine versus typical antipsychotic medications for schizophrenia [v2.124-For publication].rm5","STD-vs-FLUPHEN-_x002d_-Conley-2005","PUB","JOURNAL_ARTICLE","Conely RR, Kelly DL, Nelson MW, Richardson CM, Feldman S, Benham R, et al","Risperidone, quetiapine, and fluphenazine in the treatment of patients with therapy-refractory schizophrenia","Clinical Neuropharmacology","2005","28","4","163-8","","[]"
"../ALL-2015-06/Q-Z/Quetiapine versus typical antipsychotic medications for schizophrenia [v2.124-For publication].rm5","STD-vs-HLP-_x002d_-Arvanitis-1997","PUB","JOURNAL_ARTICLE","Arvanitis LA, Miller BG, and the Seroquel Trial 13 Study Group","Multiple fixed doses of ""seroquel"" (quetiapine) in patients with acute exacerbation of schizophrenia: A comparison with haloperidol and placebo","Biological Psychiatry","1997","42","","233-46","","[]"
"../ALL-2015-06/Q-Z/Quetiapine versus typical antipsychotic medications for schizophrenia [v2.124-For publication].rm5","STD-vs-HLP-_x002d_-Atmaca-2002","PUB","JOURNAL_ARTICLE","Atmaca M, Kuloglu M, Tezcan E, Canatan H, Gecici O","Quetiapine is not associated with increase in prolactin secretion in contrast to haloperidol","Archives of Medical Research","2002","33","","562-5","","[]"
"../ALL-2015-06/Q-Z/Quetiapine versus typical antipsychotic medications for schizophrenia [v2.124-For publication].rm5","STD-vs-HLP-_x002d_-Copolov-2000","PUB","JOURNAL_ARTICLE","Copolov DL, Link CGG, Kowalcyk B","A multicentre, double-blind, randomized comparison of quetiapine (ICI 204,636, 'Seroquel') and haloperidol in schizophrenia","Psychological Medicine","2000","30","","95-105","","[]"
"../ALL-2015-06/Q-Z/Quetiapine versus typical antipsychotic medications for schizophrenia [v2.124-For publication].rm5","STD-vs-HLP-_x002d_-Emsley-1999","PUB","JOURNAL_ARTICLE","Emsley RA, Raniwalla J, Bailey PJ, Jones AM, on behalf of the PRIZE Study Group","A comparison of the effects of quetiapine ('Seroquel') and haloperidol in schizophrenic patients with a history of and a demonstrated partial response to conventional antipsychotic treatment","International Clinical Psychophramacology","2000","15","","121-31","","[]"
"../ALL-2015-06/Q-Z/Quetiapine versus typical antipsychotic medications for schizophrenia [v2.124-For publication].rm5","STD-vs-HLP-_x002d_-Emsley-2004","PUB","JOURNAL_ARTICLE","Emsley R, Turner HJ, Schronen J, Botha K, Smit R, Oosthuizen PP","A single-blind, randomized trial comparing quetiapine and haloperidol in the treatment of tardive dyskinesia","Journal of Clinical Psychiatry","2004","65","","696-701","","[]"
"../ALL-2015-06/Q-Z/Quetiapine versus typical antipsychotic medications for schizophrenia [v2.124-For publication].rm5","STD-vs-HLP-_x002d_-Fl_x0027_hacker-2005","PUB","JOURNAL_ARTICLE","Davidson M, Galderisi S, Weiser M, Werbeloff N, Fleischhacker WW, Keefe RS, et al","Cognitive effects of antipsychotic drugs in first-episode schizophrenia and schizophreniform disorder: A randomized, open-label clinical trial (EUFEST)","American Journal of Psychiatry","2009","166","","675-82","","[]"
"../ALL-2015-06/Q-Z/Quetiapine versus typical antipsychotic medications for schizophrenia [v2.124-For publication].rm5","STD-vs-HLP-_x002d_-Fl_x0027_hacker-2005","PUB","JOURNAL_ARTICLE","Fleischhacker WW, Keet IPM, Kahn RS and EUFEST Steering Committee","The European First Episode Schizophrenia Trial (EUFEST): Rationale and design of the trial","Schizophrenia Research","2005","78","2-3","147-56","","[]"
"../ALL-2015-06/Q-Z/Quetiapine versus typical antipsychotic medications for schizophrenia [v2.124-For publication].rm5","STD-vs-HLP-_x002d_-Fl_x0027_hacker-2005","PUB","JOURNAL_ARTICLE","Kahn RS, Fleischhacker WW, Boter H, Davidson M, Vergouwe Y, Keet IPM, et al for the EUFEST study group","Effectiveness of antipsychotic drugs in first-episode schizophrenia and schizophreniform disorder: an open randomised clinical trial","Lancet","2008","371","","1085-97","","[]"
"../ALL-2015-06/Q-Z/Quetiapine versus typical antipsychotic medications for schizophrenia [v2.124-For publication].rm5","STD-vs-HLP-_x002d_-Huang-2007","PUB","JOURNAL_ARTICLE","Huang J, Xue S, Ye R","Comparison of compliance and effectiveness of quetiapine and haloperidol in the treatment of schizophrenia","International Medicine and Health Guidance News","2007","13","16","96-9","","[]"
"../ALL-2015-06/Q-Z/Quetiapine versus typical antipsychotic medications for schizophrenia [v2.124-For publication].rm5","STD-vs-HLP-_x002d_-McCue-2006","PUB","JOURNAL_ARTICLE","McCue RE, Waheed R, Urcuyo L, Orendain G, Joseph MD, Charles R, et al","Comparative effectiveness of second-generation antipsychotics and haloperidol in acute schizophrenia","British Journal of Psychiatry","2006","189","","433-40","","[]"
"../ALL-2015-06/Q-Z/Quetiapine versus typical antipsychotic medications for schizophrenia [v2.124-For publication].rm5","STD-vs-HLP-_x002d_-Murasaki-1999","PUB","CONFERENCE_PROC","Murasaki M, Koyama T, Yamauchi T, Yagi MG, Ushijima S, Kamijima K","Clinical evaluation of quetiapine in schizophrenia - efficacy and tolerability of quetiapine compared with haloperidol in patients with schizophrenia","Proceedings of the 11th World Congress of Psychiatry; 1999 Aug 6-11; Hamburg, Germany","1999","","","","Hamburg, Germany","[]"
"../ALL-2015-06/Q-Z/Quetiapine versus typical antipsychotic medications for schizophrenia [v2.124-For publication].rm5","STD-vs-HLP-_x002d_-Purdon-2001","PUB","JOURNAL_ARTICLE","Purdon SE, Malla A, Labelle A, Lit W","Neuropsychological change in patients with schizophrenia after treatment with schizophrenia after treatment with quetiapine or haloperidol","Journal of Psychiatry & Neuroscience","2001","26","","137-49","","[]"
"../ALL-2015-06/Q-Z/Quetiapine versus typical antipsychotic medications for schizophrenia [v2.124-For publication].rm5","STD-vs-HLP-_x002d_-Taneli-2003","PUB","CONFERENCE_PROC","Taneli B, Alptekin K, Bilici M, Birsoz S, Eker E, Cosar B, et al","Comparison of efficacy and tolerability of quetiapine and haloperidol in acute exacerbation of chronic or subchronic schizophrenia","Proceedings of the 16th European College of Neuropsychopharmacology Congress; 2003 Sep 20-24; Prague, Czech Republic","2003","","","","Prague, Czech Republic","[]"
"../ALL-2015-06/Q-Z/Quetiapine versus typical antipsychotic medications for schizophrenia [v2.124-For publication].rm5","STD-vs-HLP-_x002d_-Velligan-2002","PUB","JOURNAL_ARTICLE","Velligan DI, Newcomer J, Pultz J, Csernansky J, Hoff AL, Mahurin R, et al","Does cognitive function improve with quetiapine in comparison to haloperidol?","Schizophrenia Research","2002","53","","239-48","","[]"
"../ALL-2015-06/Q-Z/Quetiapine versus typical antipsychotic medications for schizophrenia [v2.124-For publication].rm5","STD-vs-HLP-_x002d_-Zou-2007","PUB","JOURNAL_ARTICLE","Zou JH, Zhou Y, Li XL","A clinical analysis between quetiapine and haloperidol in the treatment of schizophrenia","Medical Journal of Chinese People's Health","2007","19","11","434-5, 7","","[]"
"../ALL-2015-06/Q-Z/Quetiapine versus typical antipsychotic medications for schizophrenia [v2.124-For publication].rm5","STD-vs-PERPHEN-_x002d_-Chen-2007a","PUB","JOURNAL_ARTICLE","Chen H, Liu JH","Controlled observation on senile schizophrenics treated with quetiapine and perphenazine","Linchuang Jingshen Yixue Zazhi","2007","17","5","321-2","","[]"
"../ALL-2015-06/Q-Z/Quetiapine versus typical antipsychotic medications for schizophrenia [v2.124-For publication].rm5","STD-vs-PERPHEN-_x002d_-L_x0027_rman-2005","PUB","JOURNAL_ARTICLE","Keefe RSE, Cilder RM, Davis SM, Harvey PD, Palmer BW, Gold JM, et al for the CATIE investigators and the neurocognitive working group","Neurocognitive effects of antipsychotic medications in patients with chronic schizophrenia in the CATIE trial","Archives of General Psychiatry","2007","64","","633-47","","[]"
"../ALL-2015-06/Q-Z/Quetiapine versus typical antipsychotic medications for schizophrenia [v2.124-For publication].rm5","STD-vs-PERPHEN-_x002d_-L_x0027_rman-2005","PUB","JOURNAL_ARTICLE","Lieberman JA, Stroup S, McEvoy JP, Swartz MS, Rosenheck RA, Perkins DO, et al for the Clinical Antipsychotic Trials of Intervention Effectiveness (CATIE) Investigators","Effectiveness of antipsychotic drugs in patients with chronic schizophrenia","New England Journal of Medicine","2005","353","","1209–23","","[]"
"../ALL-2015-06/Q-Z/Quetiapine versus typical antipsychotic medications for schizophrenia [v2.124-For publication].rm5","STD-vs-PERPHEN-_x002d_-L_x0027_rman-2005","PUB","JOURNAL_ARTICLE","Swartz MS, Perkins DO, Stroup TS, Davis SM, Capuano G, Rosenheck RA, et al for the CATIE investigators","Effects of antipsychotic medications on psychosocial functioning in patients with chronic schizophrenia: Findings from the NIMH CATIE study","American Journal of Psychiatry","2007","164","","428-36","","[]"
"../ALL-2015-06/Q-Z/Quetiapine versus typical antipsychotic medications for schizophrenia [v2.124-For publication].rm5","STD-vs-PERPHEN-_x002d_-Yi-2006","PUB","JOURNAL_ARTICLE","Yi QM, Fan WL, Chen ZQ","The contrast investigation between quetiapine and perphenazlne in the treatment of first episode of schizophrenia in children","Journal of the North Sichuan Medical College","2006","2","6","522-4","","[]"
"../ALL-2015-06/Q-Z/Quetiapine versus other atypical antipsychotics for schizophrenia [v4.2-For publication].rm5","STD-Astrazeneca-1998","PUB","UNPUBLISHED","Astrazeneca 1998","A multicentre, double-blind randomised comparison of seroquel (TM) and risperidone in the treatment of schizophrenic patients with acute exacerbation","Astrazeneca trial data","","","","","","[]"
"../ALL-2015-06/Q-Z/Quetiapine versus other atypical antipsychotics for schizophrenia [v4.2-For publication].rm5","STD-Atmaca-2003","PUB","JOURNAL_ARTICLE","Atmaca M, Kuloglu M, Tezcan E, Ustundag B","Serum leptin and triglyceride levels in patients on treatment with atypical antipsychotics","Journal of Clinical Psychiatry","2003","64","5","598-604","","[]"
"../ALL-2015-06/Q-Z/Quetiapine versus other atypical antipsychotics for schizophrenia [v4.2-For publication].rm5","STD-Byerly-2008","PUB","JOURNAL_ARTICLE","Byerly MJ, Nakonezny PA, Rush AJ","Sexual functioning associated with quetiapine switch vs. risperidone continuation in outpatients with schizophrenia or schizoaffective disorder: a randomized double-blind pilot trial","Psychiatry Research","2008","159","","115-20","","[]"
"../ALL-2015-06/Q-Z/Quetiapine versus other atypical antipsychotics for schizophrenia [v4.2-For publication].rm5","STD-Canuso-2008","PUB","CONFERENCE_PROC","Canuso C, Carothers J, Dirks B, Zhu Y, Kosik-Gonzalez C","A double-blind, placebo-controlled trial of paliperidone ER and quetiapine in patients with a recent acute exacerbation of schizophrenia","Proceedings of the American Psychiatric Association 161st Annual Meeting, Washington, DC, May 3-6, 2008","","","","","","[]"
