"file","id","modified","result","result_description","rob_name","rob_id","rob_description","group_id","group_name"
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Vichaiya-1971","2012-10-29 10:58:38 +0000","UNKNOWN","""Randomized"" no further details reported.","Random sequence generation (selection bias)","QIT-01","Selection bias (biased allocation to interventions) due to inadequate generation of a randomised sequence","",""
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Vichaiya-1971","2012-10-29 10:58:48 +0000","UNKNOWN","No information reported.","Allocation concealment (selection bias)","QIT-02","Selection bias (biased allocation to interventions) due to inadequate concealment of allocations prior to assignment","",""
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Vichaiya-1971","2013-10-21 16:49:55 +0100","UNKNOWN","""Double-blind""; ""The code was worked out by the head of Female In-patient section, which kept it secret until the investigation had ended.""; ""...it soon became clear that the trial was not, in fact blind. The patients on haloperidol showed extrapyramidal symptoms"".","Blinding of participants and personnel (performance bias)","QIT-07","Performance bias due to knowledge of the allocated interventions by participants and personnel during the study","QIG-07.01","All outcomes"
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Vichaiya-1971","2013-10-21 16:50:01 +0100","UNKNOWN","""Double-blind""; ""The code was worked out by the head of Female In-patient section, which kept it secret until the investigation had ended.""","Blinding of outcome assessment (detection bias)","QIT-08","Detection bias due to knowledge of the allocated interventions by outcome assessors","QIG-08.01","All outcomes"
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Vichaiya-1971","2013-11-05 13:36:12 +0000","YES","Only one drop-out reported.","Incomplete outcome data (attrition bias)","QIT-04","Attrition bias due to amount, nature or handling of incomplete outcome data","QIG-04.01","All outcomes"
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Vichaiya-1971","2012-10-29 10:58:42 +0000","UNKNOWN","Side-effects in placebo group not mentioned.","Selective reporting (reporting bias)","QIT-05","Reporting bias due to selective outcome reporting","",""
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Vichaiya-1971","2012-10-29 11:00:32 +0000","UNKNOWN","Does not report source of funding.","Other bias","QIT-06","Bias due to problems not covered elsewhere in the table","",""
"../ALL-2015-06/G-P/Haloperidol versus low-potency first-generation antipsychotic drugs for schizophrenia [v2.0-For publication].rm5","STD-Bi-1994","2011-03-24 15:14:01 +0000","UNKNOWN","Randomised, no further details.","Random sequence generation (selection bias)","QIT-01","Selection bias (biased allocation to interventions) due to inadequate generation of a randomised sequence","",""
"../ALL-2015-06/G-P/Haloperidol versus low-potency first-generation antipsychotic drugs for schizophrenia [v2.0-For publication].rm5","STD-Bi-1994","2011-03-24 15:14:01 +0000","UNKNOWN","Procedure not described.","Allocation concealment (selection bias)","QIT-02","Selection bias (biased allocation to interventions) due to inadequate concealment of allocations prior to assignment","",""
"../ALL-2015-06/G-P/Haloperidol versus low-potency first-generation antipsychotic drugs for schizophrenia [v2.0-For publication].rm5","STD-Bi-1994","2013-11-17 19:28:30 +0000","NO","Not indicated, probably open.","Blinding of participants and personnel (performance bias)","QIT-07","Performance bias due to knowledge of the allocated interventions by participants and personnel during the study","QIG-07.01","All outcomes"
"../ALL-2015-06/G-P/Haloperidol versus low-potency first-generation antipsychotic drugs for schizophrenia [v2.0-For publication].rm5","STD-Bi-1994","2013-11-17 19:28:31 +0000","NO","Not indicated, probably open.","Blinding of outcome assessment (detection bias)","QIT-08","Detection bias due to knowledge of the allocated interventions by outcome assessors","QIG-08.01","All outcomes"
"../ALL-2015-06/G-P/Haloperidol versus low-potency first-generation antipsychotic drugs for schizophrenia [v2.0-For publication].rm5","STD-Bi-1994","2011-03-24 15:16:09 +0000","UNKNOWN","Insufficient information to permit judgement about incomplete outcome data.","Incomplete outcome data (attrition bias)","QIT-04","Attrition bias due to amount, nature or handling of incomplete outcome data","QIG-04.01","All outcomes"
"../ALL-2015-06/G-P/Haloperidol versus low-potency first-generation antipsychotic drugs for schizophrenia [v2.0-For publication].rm5","STD-Bi-1994","2011-03-28 11:23:24 +0100","UNKNOWN","Insufficient information to permit judgment about selective reporting.","Selective reporting (reporting bias)","QIT-05","Reporting bias due to selective outcome reporting","",""
"../ALL-2015-06/G-P/Haloperidol versus low-potency first-generation antipsychotic drugs for schizophrenia [v2.0-For publication].rm5","STD-Bi-1994","2011-04-06 14:44:20 +0100","YES","No clear other bias.","Other bias","QIT-06","Bias due to problems not covered elsewhere in the table","",""
"../ALL-2015-06/G-P/Haloperidol versus low-potency first-generation antipsychotic drugs for schizophrenia [v2.0-For publication].rm5","STD-Blin-1996","2011-03-24 15:14:01 +0000","UNKNOWN","Randomised, no further details.        ","Random sequence generation (selection bias)","QIT-01","Selection bias (biased allocation to interventions) due to inadequate generation of a randomised sequence","",""
"../ALL-2015-06/G-P/Haloperidol versus low-potency first-generation antipsychotic drugs for schizophrenia [v2.0-For publication].rm5","STD-Blin-1996","2011-03-24 15:14:01 +0000","UNKNOWN","Procedure not described.","Allocation concealment (selection bias)","QIT-02","Selection bias (biased allocation to interventions) due to inadequate concealment of allocations prior to assignment","",""
"../ALL-2015-06/G-P/Haloperidol versus low-potency first-generation antipsychotic drugs for schizophrenia [v2.0-For publication].rm5","STD-Blin-1996","2013-11-17 19:26:38 +0000","UNKNOWN","Double, no further details.","Blinding of participants and personnel (performance bias)","QIT-07","Performance bias due to knowledge of the allocated interventions by participants and personnel during the study","QIG-07.01","All outcomes"
"../ALL-2015-06/G-P/Haloperidol versus low-potency first-generation antipsychotic drugs for schizophrenia [v2.0-For publication].rm5","STD-Blin-1996","2011-03-28 11:27:34 +0100","UNKNOWN","Double, no further details.","Blinding of outcome assessment (detection bias)","QIT-08","Detection bias due to knowledge of the allocated interventions by outcome assessors","QIG-08.01","All outcomes"
"../ALL-2015-06/G-P/Haloperidol versus low-potency first-generation antipsychotic drugs for schizophrenia [v2.0-For publication].rm5","STD-Blin-1996","2014-06-12 11:27:31 +0100","NO","25% of the participants in the haloperidol group left the study early, as compared to 38% in the levomepromazine group. The number was clearly higher in the low-potency group and the reasons differed. Data were analysed on a LOCF method, which is an imperfect method.","Incomplete outcome data (attrition bias)","QIT-04","Attrition bias due to amount, nature or handling of incomplete outcome data","QIG-04.01","All outcomes"
"../ALL-2015-06/G-P/Haloperidol versus low-potency first-generation antipsychotic drugs for schizophrenia [v2.0-For publication].rm5","STD-Blin-1996","2011-03-24 15:14:01 +0000","YES","No evidence of selective reporting.","Selective reporting (reporting bias)","QIT-05","Reporting bias due to selective outcome reporting","",""
"../ALL-2015-06/G-P/Haloperidol versus low-potency first-generation antipsychotic drugs for schizophrenia [v2.0-For publication].rm5","STD-Blin-1996","2011-03-24 15:14:01 +0000","YES","No clear other bias.","Other bias","QIT-06","Bias due to problems not covered elsewhere in the table","",""
"../ALL-2015-06/G-P/Haloperidol versus low-potency first-generation antipsychotic drugs for schizophrenia [v2.0-For publication].rm5","STD-Borison-1989","2011-03-24 15:14:01 +0000","UNKNOWN","Randomised, no further details.","Random sequence generation (selection bias)","QIT-01","Selection bias (biased allocation to interventions) due to inadequate generation of a randomised sequence","",""
"../ALL-2015-06/G-P/Haloperidol versus low-potency first-generation antipsychotic drugs for schizophrenia [v2.0-For publication].rm5","STD-Borison-1989","2011-03-24 15:14:01 +0000","UNKNOWN","Procedure not described.","Allocation concealment (selection bias)","QIT-02","Selection bias (biased allocation to interventions) due to inadequate concealment of allocations prior to assignment","",""
"../ALL-2015-06/G-P/Haloperidol versus low-potency first-generation antipsychotic drugs for schizophrenia [v2.0-For publication].rm5","STD-Borison-1989","2013-11-17 19:26:51 +0000","UNKNOWN","Double, no further details.","Blinding of participants and personnel (performance bias)","QIT-07","Performance bias due to knowledge of the allocated interventions by participants and personnel during the study","QIG-07.01","All outcomes"
"../ALL-2015-06/G-P/Haloperidol versus low-potency first-generation antipsychotic drugs for schizophrenia [v2.0-For publication].rm5","STD-Borison-1989","2011-03-28 11:28:41 +0100","UNKNOWN","Double, no further details.","Blinding of outcome assessment (detection bias)","QIT-08","Detection bias due to knowledge of the allocated interventions by outcome assessors","QIG-08.01","All outcomes"
"../ALL-2015-06/G-P/Haloperidol versus low-potency first-generation antipsychotic drugs for schizophrenia [v2.0-For publication].rm5","STD-Borison-1989","2011-09-26 13:59:15 +0100","NO","1 out of 8 participants from the thioridazine group (13%) left the study early due to inefficacy of treatment. 3 out of 8 participants from the haloperidol group (38%) left the study early to due improvement and administrative reasons. Drop-outs were not included in the final analysis.","Incomplete outcome data (attrition bias)","QIT-04","Attrition bias due to amount, nature or handling of incomplete outcome data","QIG-04.01","All outcomes"
"../ALL-2015-06/G-P/Haloperidol versus low-potency first-generation antipsychotic drugs for schizophrenia [v2.0-For publication].rm5","STD-Borison-1989","2011-03-24 15:14:01 +0000","YES","No evidence for selective reporting.","Selective reporting (reporting bias)","QIT-05","Reporting bias due to selective outcome reporting","",""
"../ALL-2015-06/G-P/Haloperidol versus low-potency first-generation antipsychotic drugs for schizophrenia [v2.0-For publication].rm5","STD-Borison-1989","2011-03-24 15:14:01 +0000","YES","No clear other bias.","Other bias","QIT-06","Bias due to problems not covered elsewhere in the table","",""
"../ALL-2015-06/G-P/Haloperidol versus low-potency first-generation antipsychotic drugs for schizophrenia [v2.0-For publication].rm5","STD-Clark-1969","2013-08-24 16:56:34 +0100","UNKNOWN","Not reported. but double-blind.","Random sequence generation (selection bias)","QIT-01","Selection bias (biased allocation to interventions) due to inadequate generation of a randomised sequence","",""
"../ALL-2015-06/G-P/Haloperidol versus low-potency first-generation antipsychotic drugs for schizophrenia [v2.0-For publication].rm5","STD-Clark-1969","2011-03-24 15:14:01 +0000","UNKNOWN","Procedure not described.","Allocation concealment (selection bias)","QIT-02","Selection bias (biased allocation to interventions) due to inadequate concealment of allocations prior to assignment","",""
"../ALL-2015-06/G-P/Haloperidol versus low-potency first-generation antipsychotic drugs for schizophrenia [v2.0-For publication].rm5","STD-Clark-1969","2013-11-17 19:26:57 +0000","UNKNOWN","Double, no further details.","Blinding of participants and personnel (performance bias)","QIT-07","Performance bias due to knowledge of the allocated interventions by participants and personnel during the study","QIG-07.01","All outcomes"
